Occupation,Age,Dependents,Income,Additional_Income,Credit_Score,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings
BusinessOwner,38,2,116068.37,7442.49,725.0,21106.0,10218.0,5203.78,9329.17,6216.43,4417.36,3442.89,5611.71,3000.51,4506.99,2667.25,22353.67
BusinessOwner,41,2,111582.0,5037.52,665.0,23172.03,10987.7,5991.05,8918.53,6756.99,3462.43,3089.73,5415.28,3883.34,4176.78,2024.24,30082.46
Salaried Employee,56,4,94399.44,2782.2,806.0,15476.08,9224.45,5571.56,8843.74,6781.37,3450.33,2591.9,4355.81,3327.69,3176.69,2120.52,16772.9
Salaried Employee,51,3,78334.98,5843.79,732.0,14544.32,7585.88,3007.07,5601.69,5056.07,2649.33,2365.12,4300.85,2993.11,2552.93,2020.1,19448.9
Retired,60,3,16605.23,509.88,598.0,2662.07,1708.16,1000.0,2000.0,1021.16,972.92,554.15,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,22,0,35675.04,2945.67,652.0,10484.73,3681.01,1000.0,3020.19,2011.09,1090.29,841.9,2208.77,1716.96,898.18,934.61,8488.44
Freelancer,47,3,61796.4,2738.34,646.0,11809.68,5531.2,2267.65,4755.5,3972.48,2915.76,1717.32,3193.75,2459.92,1375.19,1163.38,12364.4
Freelancer,29,1,46587.78,3811.42,523.0,4915.07,6567.85,1041.78,3885.06,3395.08,2562.75,2069.78,2306.87,1398.36,119.77,1208.99,10137.56
Retired,54,2,44079.31,2802.5,575.0,4818.08,2653.71,1303.52,3818.29,3132.15,2153.76,2014.63,1875.61,1000.0,2062.31,500.0,8831.63
Retired,48,3,31699.4,1498.12,605.0,6407.94,2088.48,3004.43,3178.0,1636.47,1160.28,1077.0,1500.0,1000.0,463.9,500.0,7356.84
Unemployed,34,1,15911.67,630.29,487.0,4409.88,5761.11,1000.0,2000.0,1214.53,707.02,500.0,1500.0,1000.0,1314.51,500.0,5000.0
Salaried Employee,52,3,92927.47,4012.78,654.0,19336.41,7735.76,4772.83,7155.84,5959.6,2954.61,3057.08,4481.37,4089.95,3405.05,1591.87,11988.46
Freelancer,26,0,67443.4,3949.91,630.0,13823.82,4713.71,2869.3,5609.85,3240.85,2630.85,2800.44,2187.66,3425.17,2413.0,1193.86,14895.15
Salaried Employee,31,0,56903.85,2933.0,516.0,13705.29,6792.1,4024.06,4937.54,3548.82,1845.93,2392.01,2746.51,3027.01,2136.13,1072.22,5566.51
Salaried Employee,68,5,113324.83,4320.37,682.0,21585.78,8216.8,6977.4,10162.71,5070.45,4880.16,3766.96,6128.42,5138.56,2969.03,2482.5,19658.57
Retired,49,3,38187.11,1782.86,707.0,9427.24,3465.8,2773.43,3532.82,2677.25,2813.86,1856.82,2192.96,1420.66,2446.11,641.44,7533.67
Unemployed,40,1,8968.98,462.54,668.0,2000.0,4115.63,1000.0,2000.0,1066.41,608.67,500.0,1500.0,1000.0,299.26,500.0,5000.0
BusinessOwner,50,2,112301.65,833.88,624.0,20650.44,8912.76,5384.02,8538.91,7336.14,3496.5,3683.1,5638.55,3894.38,3580.4,2140.58,18577.16
Unemployed,43,2,1264.27,74.8,697.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,39,2,13127.16,399.14,704.0,2075.74,0.0,2599.89,2000.0,1034.87,586.33,539.95,1500.0,1318.57,0.0,500.0,5000.0
Salaried Employee,56,3,75229.92,2026.19,675.0,14953.46,8870.53,3001.82,6346.01,5652.96,3052.88,2921.66,4531.55,2869.43,2591.0,1020.69,11440.78
Unemployed,23,0,3010.08,48.92,584.0,2000.0,1988.17,1000.0,2000.0,1311.62,500.0,500.0,1500.0,1000.0,242.56,500.0,5000.0
Freelancer,47,2,43482.6,614.07,672.0,8820.29,3579.38,3233.7,2816.78,2585.62,1861.95,873.76,2434.53,1078.11,751.93,699.04,7106.66
Salaried Employee,63,4,107898.76,2469.92,746.0,19724.64,11814.69,4839.66,8413.95,6585.38,3694.7,3285.71,5148.5,3622.37,2230.06,2447.86,8516.56
Freelancer,39,1,55111.54,1974.07,602.0,10641.83,7596.54,3793.59,4847.7,4195.42,1732.01,1540.02,3130.55,2238.88,764.4,668.01,11412.81
BusinessOwner,43,2,145027.81,12916.93,818.0,25000.0,17183.8,8015.6,11778.06,7501.03,6124.01,4675.41,6407.95,6655.09,5188.13,2737.93,35783.56
Salaried Employee,69,4,89852.36,3547.59,608.0,20696.93,8615.73,6220.58,7472.51,5132.68,3086.26,2468.94,4366.44,3315.7,2266.29,2340.92,22537.86
BusinessOwner,68,4,65296.15,3496.94,653.0,12451.98,3077.41,2795.46,5415.15,4986.23,2880.95,2818.1,3556.66,1000.0,1721.65,1024.04,10216.35
Salaried Employee,51,2,71190.05,4129.71,596.0,13260.24,5887.69,2273.64,6508.42,5051.56,2162.87,1490.86,3929.71,2696.26,3150.94,1352.84,9782.59
Retired,60,3,51852.44,2728.54,668.0,13548.37,4545.04,2087.13,4266.22,3406.56,2956.51,2182.44,2927.56,1949.14,770.07,672.3,10426.5
Unemployed,55,4,11525.64,558.43,511.0,2000.0,764.16,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Retired,53,3,31504.85,822.09,606.0,4049.8,2868.7,1633.46,2062.51,1850.36,1148.36,500.0,1500.0,1000.0,407.01,1094.29,6544.9
BusinessOwner,55,3,117500.57,9284.72,563.0,21307.67,13428.4,5481.59,9524.85,6578.1,4865.33,3643.95,6144.02,4873.97,4657.67,2401.32,25199.79
Unemployed,21,0,11383.11,980.59,661.0,2140.88,3049.95,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1736.86,500.0,5000.0
Salaried Employee,34,0,84420.95,1380.01,730.0,17747.45,8184.58,4691.53,6661.53,4417.78,3448.54,1977.82,3798.71,3356.97,3058.72,1179.52,13764.26
Unemployed,53,2,21208.27,626.06,702.0,5721.0,3768.55,3032.76,2000.0,1000.0,1136.01,500.0,1500.0,1178.44,1184.62,531.79,5000.0
Freelancer,55,3,68254.34,3030.75,460.0,18794.86,7361.93,3876.97,4778.11,2443.37,3210.48,2043.45,3499.32,2386.31,1641.38,1712.31,19229.31
Unemployed,25,0,3201.27,98.31,813.0,2000.0,416.89,1000.0,2000.0,1169.52,523.8,583.96,1500.0,1000.0,1459.17,500.0,5000.0
Freelancer,58,4,68861.47,4139.9,674.0,14989.76,8245.96,4015.52,5913.75,3811.87,2668.55,2358.32,3670.65,3858.56,2253.23,1577.73,9408.76
Unemployed,61,3,14804.84,524.6,588.0,2000.0,1588.86,1137.29,2000.0,1014.01,518.88,500.0,1500.0,1039.68,1041.32,500.0,5000.0
Freelancer,31,0,45999.05,4291.76,663.0,8026.98,7686.62,3231.62,3730.82,2758.15,3014.52,1619.4,2261.31,2501.52,1306.1,1013.92,7042.04
BusinessOwner,22,0,60785.53,4486.64,664.0,10917.56,3920.94,3434.65,5016.02,2793.18,2906.37,1809.96,4226.51,3412.3,1635.94,1415.99,13242.62
Retired,64,3,43885.41,2380.85,597.0,6959.54,3615.78,1881.59,3557.15,1625.87,1294.5,601.7,1852.8,2176.17,2480.69,500.0,6811.13
Salaried Employee,37,1,74379.42,5246.7,666.0,18244.93,7248.16,2922.98,6571.78,3658.51,3025.17,1520.94,3538.43,3717.89,2609.19,1151.2,15883.85
Unemployed,59,3,13111.54,945.58,601.0,4306.9,1970.33,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1409.31,528.68,5000.0
Retired,40,2,26325.24,1019.34,618.0,5311.44,4534.46,1630.39,2000.0,1872.8,985.34,709.43,1500.0,1216.33,968.49,789.32,5000.0
Salaried Employee,34,0,70403.83,2370.9,595.0,16782.8,7003.79,3204.11,6447.37,3587.66,2201.41,2537.61,3355.83,2669.98,1518.26,943.5,15160.13
Salaried Employee,52,3,74124.36,3822.06,535.0,11799.81,5279.09,4020.56,6115.12,5844.65,2759.01,2602.38,3002.81,4307.12,1815.39,1720.99,15375.11
Freelancer,54,2,90957.69,6115.33,662.0,15530.13,10359.54,4987.03,6981.99,6279.18,4544.09,3031.3,4274.61,4380.42,2800.81,1847.74,20546.24
BusinessOwner,45,2,133263.42,7033.8,697.0,22296.75,14458.78,7496.35,10034.37,8642.49,5620.07,3857.76,6614.36,4826.18,3559.35,2899.57,22168.45
BusinessOwner,27,1,42529.94,785.11,691.0,7107.16,1340.21,3409.29,3600.35,2456.07,500.0,585.57,2740.78,1999.43,500.68,660.24,6848.29
Retired,55,3,28204.89,957.37,716.0,5964.38,2814.78,1488.25,2197.81,2903.72,1736.56,1052.18,2511.37,1262.34,1687.14,757.65,6207.14
BusinessOwner,67,4,72043.87,3495.61,676.0,14614.49,4819.17,2294.42,6550.58,4148.23,3426.57,2423.9,4269.93,3245.22,1779.91,1694.03,19880.58
Unemployed,49,3,8032.36,389.46,607.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,337.71,500.0,5000.0
BusinessOwner,42,2,98463.74,8807.66,717.0,16870.63,8492.16,4967.25,7458.41,6043.8,4297.18,2536.74,4575.28,4226.56,3161.21,1974.6,21783.06
Retired,61,4,24107.72,537.13,541.0,6427.85,3624.67,1000.0,2376.52,2007.92,534.61,500.0,1500.0,1000.0,311.52,500.0,5000.0
BusinessOwner,63,4,89048.16,5352.84,578.0,18288.89,9080.06,5841.07,7586.49,5852.42,3326.8,2730.62,5344.69,3787.89,3687.0,2276.45,10936.76
Unemployed,33,1,5129.62,409.25,573.0,2492.03,0.0,1000.0,2000.0,1000.0,954.46,500.0,1500.0,1000.0,0.0,500.0,5000.0
Freelancer,33,0,65002.28,6203.1,736.0,9214.93,7820.33,3631.47,5538.36,3473.74,2464.23,1931.0,2586.36,2132.04,2133.21,1023.44,15952.91
Unemployed,21,0,27804.83,1165.36,725.0,6183.95,629.77,2755.77,2205.54,2180.21,500.0,728.88,1500.0,2051.27,1006.43,500.0,6549.11
Freelancer,56,3,61959.16,3706.93,689.0,10016.3,6691.09,2467.82,5073.67,4289.74,2446.71,1779.2,3476.49,1637.13,1820.8,1277.21,11828.17
Freelancer,24,0,58893.17,3615.76,736.0,10983.99,4668.3,3518.7,5293.95,3218.91,2316.43,1408.6,3289.63,1573.52,858.96,1403.86,13536.76
Freelancer,57,3,65785.74,3546.49,580.0,14225.88,6030.06,3179.42,5575.52,2677.39,3230.61,1654.08,3189.18,2590.16,2583.14,914.97,16096.99
Salaried Employee,64,4,90159.82,4329.75,678.0,18214.15,9772.39,4323.9,7128.15,5243.74,3613.56,2164.66,4849.7,2988.88,3225.25,2357.49,25335.63
Salaried Employee,60,4,112754.88,6620.91,640.0,20847.9,12057.66,4865.55,9696.57,7264.11,4299.4,3572.68,4501.16,3802.17,2909.75,2347.7,28124.03
Freelancer,66,4,108945.41,70.26,718.0,21801.63,12899.99,7112.87,7533.2,7981.06,4880.34,3553.91,5499.18,4441.88,3763.6,2318.84,22136.73
Freelancer,33,1,20191.45,1285.01,641.0,2000.0,1895.76,1000.0,2641.35,1000.0,868.05,500.0,1500.0,1000.0,868.18,500.0,5000.0
Unemployed,58,4,18110.29,951.22,619.0,5922.59,2270.71,1604.98,2000.0,1000.0,500.0,1303.63,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,44,2,16024.96,729.94,693.0,2794.42,945.89,1000.0,2000.0,1000.0,1218.5,500.0,1500.0,2284.27,0.0,500.0,5000.0
BusinessOwner,39,2,66809.83,6075.5,720.0,15599.06,6953.97,4520.48,5324.33,5093.23,2769.22,2769.39,2407.27,3039.97,2801.09,1641.54,15730.47
Unemployed,21,0,33260.7,1214.06,597.0,5599.08,3985.3,2715.25,2587.62,1967.69,1331.89,676.76,2457.98,1000.0,1214.41,662.84,8903.71
Salaried Employee,58,3,109285.53,4583.27,645.0,20809.95,10781.09,5561.71,9246.05,5831.27,4460.38,2265.28,5104.2,4705.99,2883.55,2415.83,21337.18
Freelancer,25,1,41003.74,3683.41,565.0,6672.37,1394.75,1823.24,2751.38,2907.18,1104.82,1431.21,2170.71,2094.01,629.18,689.92,12508.16
BusinessOwner,36,1,71086.18,2371.35,450.0,15969.58,7605.82,3954.31,5817.28,3941.46,2579.62,2256.86,3856.27,3638.98,1771.81,1480.42,7964.19
Unemployed,44,2,17200.67,670.79,666.0,2021.27,2266.91,3148.82,2000.0,1000.0,689.82,533.22,1616.07,1000.0,204.88,500.0,5000.0
Salaried Employee,47,3,85076.5,4003.66,699.0,18304.49,7487.39,2490.59,6953.69,4390.37,3305.73,2231.18,4176.88,4184.26,1960.12,2066.49,13618.53
Salaried Employee,21,0,68718.43,4591.4,671.0,12978.78,4945.26,4217.95,5465.09,5510.34,3384.95,2044.27,3166.21,1117.98,842.32,1124.24,7190.62
Freelancer,54,2,80734.96,4372.29,494.0,12195.07,10287.31,3125.13,6505.26,5151.46,3338.1,2166.42,4123.28,2384.35,3220.06,1517.21,15332.48
Unemployed,56,3,15061.38,363.69,622.0,2000.0,2243.31,1000.0,2000.0,1000.0,1029.91,500.0,1500.0,1000.0,1131.29,500.0,5000.0
Unemployed,24,0,18224.93,717.27,473.0,2000.0,1478.87,1000.0,2000.0,1000.0,733.69,967.56,1500.0,1000.0,0.0,500.0,5000.0
Salaried Employee,20,0,72425.86,2741.53,760.0,14552.98,5537.04,3192.97,5937.71,4579.27,3425.18,2264.88,3143.86,2167.61,2268.19,1665.27,14611.08
Freelancer,59,4,100031.57,4847.09,563.0,17625.5,8770.43,4991.11,8474.38,6226.08,4200.03,3305.92,4231.2,4208.8,2369.38,1905.63,25600.79
Salaried Employee,31,0,28446.52,1664.6,750.0,7541.25,4798.54,1000.0,2000.0,1940.53,1144.57,737.46,1500.0,1000.0,670.3,987.11,5000.0
Unemployed,55,3,12228.27,713.69,726.0,2263.5,1429.32,1640.59,2000.0,1000.0,500.0,500.0,1500.0,1000.0,125.51,500.0,5000.0
Salaried Employee,64,4,73283.16,1061.12,578.0,14301.44,6502.44,1870.01,6169.38,5092.03,2454.11,1621.75,3503.85,3751.15,1899.01,1516.48,15016.01
Retired,42,2,38207.72,2723.4,559.0,8953.33,4585.31,2450.15,3040.37,2310.95,1781.77,961.21,1606.63,2255.46,2548.29,531.42,9607.04
Retired,66,5,47023.98,2588.74,678.0,11332.61,3480.8,2024.66,4177.17,2039.09,1860.86,500.0,1993.22,1083.31,1102.49,1066.77,8389.66
Retired,50,3,35402.97,2750.48,582.0,7040.4,5791.56,1000.0,2379.34,1634.24,1165.12,766.98,1812.67,1000.0,496.3,703.27,5000.0
Salaried Employee,30,1,81243.53,4783.94,658.0,14706.31,10153.55,4264.56,5609.76,3291.4,3802.97,2396.37,3942.45,2920.8,1903.5,1578.35,11303.01
Salaried Employee,29,1,65992.64,4753.22,611.0,9650.59,5899.4,1742.68,5012.91,5581.01,2014.6,2261.62,3163.07,2618.31,2710.42,1676.4,8936.04
BusinessOwner,22,0,95785.94,5683.07,508.0,17785.09,8635.59,4829.01,7279.7,6437.36,3620.19,2739.24,5463.96,3305.12,1717.11,1719.42,21445.58
Unemployed,33,1,5048.73,388.37,472.0,2000.0,0.0,1000.0,2000.0,1000.0,715.81,500.0,1500.0,1034.46,0.0,500.0,5000.0
Freelancer,35,1,62629.05,3785.61,668.0,12739.93,4040.53,3592.72,4691.9,3532.27,2662.92,788.98,2326.44,2783.07,2891.65,1021.89,10756.69
Salaried Employee,29,1,28319.11,1360.5,605.0,4973.53,822.71,1000.0,2636.04,1189.65,1108.84,821.16,1579.75,1457.63,1020.36,600.19,6554.65
BusinessOwner,48,3,112846.58,10771.06,606.0,23945.18,11487.44,5191.34,8883.65,8004.83,4639.37,2545.65,5253.9,3500.63,3519.74,1898.26,13973.56
Freelancer,29,0,53912.53,3654.23,706.0,9556.54,4901.9,2989.58,4388.24,2098.85,2246.21,1013.22,2571.5,3090.33,3109.88,879.5,11268.58
BusinessOwner,31,1,87580.32,5383.99,744.0,17401.98,6740.03,3606.47,7085.24,5346.4,2744.88,2533.83,4533.66,1247.08,2799.85,1726.96,20443.71
Salaried Employee,49,2,93129.96,2279.25,628.0,20993.97,8891.25,4598.53,7547.87,5500.98,3550.57,3432.03,4550.14,4392.44,2298.17,2406.99,11882.8
Retired,60,3,34457.65,835.04,623.0,7575.18,4203.77,1000.0,2744.55,2728.93,2186.57,1219.33,1838.11,2125.76,836.28,719.39,6540.26
Freelancer,20,0,32311.21,1804.72,690.0,6342.17,4022.88,2246.44,2840.2,1855.47,962.79,978.45,1952.05,1000.0,174.53,1142.62,7618.85
Freelancer,24,0,81069.13,4289.4,541.0,15009.94,5257.41,5818.37,6087.7,3457.58,3083.61,2422.31,4200.75,4261.09,3311.23,1687.48,5000.0
Freelancer,39,2,87986.77,3318.65,668.0,16330.89,8606.28,7191.55,7738.65,5078.31,3248.66,2282.79,4075.92,3468.99,3041.8,1643.61,23472.47
Freelancer,27,0,39397.58,2080.97,694.0,6178.29,1864.75,2061.05,3033.54,1586.12,1532.4,909.94,1655.28,1625.85,1969.02,1249.76,8576.22
Freelancer,62,3,92856.21,7593.09,704.0,17489.23,10638.21,5431.01,6772.72,5635.04,3422.69,2999.37,3922.96,3985.87,3634.78,1988.23,21898.87
BusinessOwner,31,0,78199.89,4997.6,495.0,17151.31,8996.21,2129.37,6350.03,5839.33,3371.37,1653.32,3483.03,5677.26,2056.05,1371.18,14026.25
Unemployed,20,0,28897.11,785.42,589.0,5335.65,1542.67,2947.59,2000.0,1000.0,1254.54,1163.44,2425.89,2231.43,205.59,719.11,5000.0
Salaried Employee,39,2,79507.04,3798.04,580.0,13201.86,6801.64,4751.58,6693.23,4130.24,3567.06,2190.96,3579.35,3741.19,2349.01,1502.36,18024.5
Salaried Employee,47,2,79157.43,2683.49,658.0,19367.82,7223.84,3473.94,7437.4,4307.29,2640.83,2787.5,3361.18,2436.05,1763.79,986.44,15504.6
Salaried Employee,62,3,82054.29,3466.47,688.0,17050.79,4826.24,5339.9,6171.06,4617.95,3112.0,2942.18,4262.68,3397.04,2577.1,1921.88,16542.62
Salaried Employee,56,4,79499.18,3317.32,770.0,13085.95,8453.87,3720.48,6526.12,5362.05,3067.11,1548.43,3919.78,2529.47,3177.44,1918.46,20223.03
BusinessOwner,66,5,91249.47,3690.78,610.0,17366.2,8715.68,4104.45,6422.21,5336.13,3877.8,2446.69,4464.68,4307.67,2619.79,2376.37,21726.79
Unemployed,56,3,7359.52,183.23,610.0,2000.0,2191.21,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,325.78,500.0,5000.0
Salaried Employee,31,0,29757.2,1411.89,742.0,9360.62,1328.11,1000.0,2000.0,1284.81,1648.11,500.0,1762.42,1000.0,827.02,520.53,6180.35
Freelancer,56,4,62072.14,2407.64,674.0,10198.2,5278.53,4125.23,4653.35,3908.27,3076.09,1345.9,2838.61,2547.79,2424.07,1491.94,10269.18
Unemployed,68,5,18506.16,158.95,751.0,5653.31,0.0,1000.0,2000.0,1732.61,500.0,1775.81,1500.0,1000.0,87.74,625.07,5000.0
Salaried Employee,68,5,117124.0,10665.25,673.0,25000.0,10205.96,4806.15,9736.0,6441.6,4439.52,3818.47,5604.91,4805.93,1976.21,2833.96,25859.01
Unemployed,63,4,9442.65,677.75,557.0,2000.0,0.0,1000.0,2000.0,1191.65,500.0,1241.92,1500.0,1000.0,612.89,500.0,5000.0
Retired,47,3,37340.83,1586.01,543.0,6913.14,5228.04,2626.54,2998.96,2282.35,2809.83,1534.77,1712.97,1515.62,1811.71,697.14,5000.0
Freelancer,66,4,91793.58,4624.23,526.0,16286.1,8131.96,3972.9,6911.27,6343.98,3456.79,2382.89,3693.1,4272.12,3066.27,1621.21,18397.9
Freelancer,34,1,69763.24,1853.39,703.0,13545.72,7162.59,2140.17,6375.82,4024.66,3629.34,1902.01,3464.0,2748.09,1644.74,1556.5,19566.99
Freelancer,25,0,29077.26,2440.0,745.0,5742.27,2336.58,1000.0,2000.0,2049.63,529.77,1166.54,1500.0,1000.0,77.81,500.0,5466.22
Retired,63,4,47802.14,4204.0,798.0,10879.73,2876.02,2358.06,2743.16,2835.64,1417.26,1652.82,3482.22,2074.71,1780.21,1188.87,11785.65
Salaried Employee,39,1,81556.51,4333.41,717.0,18491.67,7903.2,2896.85,6753.72,4816.42,2918.96,2158.02,3594.99,3820.01,2545.73,1807.48,18322.15
Freelancer,69,5,57594.74,4058.74,743.0,10022.76,6658.13,1728.06,4055.19,3662.83,1880.94,972.85,2798.8,1418.04,1639.79,1327.42,14271.57
Unemployed,33,1,14776.15,790.61,604.0,2000.0,0.0,2850.1,2000.0,1316.02,500.0,2087.17,1500.0,1000.0,1719.01,500.0,5000.0
BusinessOwner,21,0,102085.87,2375.08,557.0,20374.68,11422.26,4243.73,7976.3,5125.5,3729.05,2992.0,4959.96,5137.47,2399.82,2501.61,16306.17
BusinessOwner,28,0,69499.49,2902.54,718.0,14486.97,5675.37,3151.93,5861.82,5316.88,2370.31,1922.12,3329.96,3238.91,3327.51,1651.59,13970.34
Retired,56,4,38182.41,2009.87,683.0,8135.32,3093.77,1541.88,3755.34,1000.0,2106.53,1202.14,2120.03,1573.5,1167.72,581.53,5000.0
Salaried Employee,39,2,83748.29,3426.06,659.0,16096.31,9170.85,3766.06,6095.43,4477.05,3961.83,2391.08,4950.52,3861.72,1227.55,1498.21,15620.14
BusinessOwner,45,3,97482.23,4447.82,681.0,19745.95,8753.07,5495.46,7515.61,5773.52,4373.94,2985.83,5257.87,4261.29,2799.02,1685.74,20728.99
Freelancer,48,3,89791.71,4325.45,676.0,20989.23,9035.53,5437.73,7145.5,5717.39,3853.67,3337.22,5228.84,4194.55,3365.4,1961.22,25970.62
Unemployed,20,0,44019.88,2129.79,753.0,9567.44,3929.95,1895.04,4290.37,3902.13,1807.17,1258.32,1677.68,1000.0,1065.06,580.36,9690.36
Unemployed,54,2,7526.89,384.21,754.0,2000.0,946.74,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Salaried Employee,25,0,18004.06,518.3,694.0,2600.42,0.0,2174.64,2000.0,1000.0,500.0,500.0,1500.0,1524.03,424.96,756.97,5000.0
Unemployed,56,4,14514.06,517.57,718.0,2563.11,0.0,1000.0,2000.0,1000.0,762.06,500.0,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,24,0,33626.15,817.4,691.0,9998.71,4286.57,3411.63,2401.48,2042.87,758.23,1720.73,2369.42,1666.28,1353.05,616.86,6447.68
Retired,52,2,34346.74,2389.03,613.0,6502.75,4990.45,1000.0,2824.0,2278.15,876.91,1615.96,1606.94,1092.23,1571.78,691.92,11034.6
Retired,68,4,57444.0,453.06,711.0,11449.21,4378.67,3067.6,3819.75,4719.28,2874.22,1777.08,2669.45,1500.81,983.93,1414.07,11261.54
Unemployed,33,1,3406.18,248.9,538.0,2000.0,0.0,2088.92,2000.0,1000.0,1086.57,500.0,1500.0,1000.0,0.0,550.93,5000.0
Unemployed,31,0,13599.24,1057.03,734.0,4917.81,1802.0,1000.0,2000.0,1651.17,740.62,500.0,1500.0,1000.0,937.63,500.0,5000.0
Retired,61,4,32950.58,1448.39,554.0,10509.79,4334.88,1422.04,2475.17,2444.1,1871.25,996.08,1529.1,3006.3,387.33,563.56,5000.0
BusinessOwner,39,1,144953.05,299.0,673.0,25000.0,11453.79,7543.16,11580.0,8348.98,5675.2,4516.75,7180.55,5298.27,3591.08,2819.26,31240.86
Salaried Employee,69,5,124995.96,5346.55,582.0,25000.0,11170.54,5691.0,10956.02,6372.59,4331.0,3562.57,5789.62,6151.93,2924.8,2079.72,25916.33
Salaried Employee,43,1,70436.78,3431.42,694.0,14160.92,6544.81,3209.77,4972.52,4446.21,3123.56,1873.02,4050.37,3099.41,2359.53,1263.2,15249.42
Salaried Employee,62,4,85145.85,2536.33,647.0,12260.56,9569.29,3919.48,7803.52,3915.07,3690.48,2257.98,3726.17,2877.02,2770.79,1831.25,13818.69
Unemployed,53,3,17586.47,698.11,522.0,5007.59,5506.29,1000.0,2000.0,2091.35,739.29,515.9,1500.0,1342.86,48.76,500.0,5000.0
Unemployed,44,1,9193.36,741.02,684.0,2107.0,577.33,1688.52,2000.0,1000.0,500.0,500.0,1500.0,1000.0,279.36,500.0,5000.0
BusinessOwner,69,5,123521.96,7818.76,604.0,25000.0,10241.73,6637.18,9389.44,8367.46,5421.98,3155.0,6852.82,4969.55,4774.65,3332.66,24100.4
Salaried Employee,48,3,82899.58,2612.06,720.0,15156.99,8893.36,4395.61,6917.54,4589.8,2823.12,2173.46,4139.7,3529.02,1805.15,1737.85,21491.65
Salaried Employee,58,4,65028.18,1173.63,650.0,12236.72,8484.31,4059.98,4840.51,4116.77,2214.24,2554.6,3719.49,2123.54,584.63,1334.07,18914.46
Retired,50,3,35867.16,1558.77,682.0,6351.38,3748.74,1529.0,3502.7,2319.51,930.63,669.11,2143.66,1000.0,1394.57,500.0,9678.03
Unemployed,66,5,8909.85,407.46,573.0,3825.22,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,190.01,500.0,5000.0
Salaried Employee,62,4,85890.78,5146.92,603.0,16420.64,10026.07,3691.91,6814.68,4807.32,2891.68,2689.99,3749.78,3256.48,2079.71,1668.55,12864.98
BusinessOwner,69,5,175266.21,6886.85,613.0,25000.0,18521.94,8765.09,13743.66,10829.94,6668.53,5906.94,8046.02,6946.58,5714.44,2938.77,31469.96
BusinessOwner,42,2,65617.81,3952.16,719.0,13985.29,5022.66,2221.68,4755.66,3196.14,2271.83,2599.82,3334.14,2848.57,2555.99,991.28,13812.31
Salaried Employee,63,3,103915.63,9217.64,784.0,18231.76,10963.7,4695.52,8683.91,5267.39,4026.32,3088.72,4924.43,4368.86,1571.67,2316.79,17497.11
Unemployed,57,3,10928.59,724.67,586.0,2000.0,2588.76,1000.0,2000.0,1649.98,500.0,500.0,1500.0,1000.0,0.0,801.78,5000.0
BusinessOwner,39,2,90476.54,4436.81,736.0,16791.96,10820.49,6648.38,7842.63,6010.33,3662.66,2382.38,4896.76,4648.06,4336.56,1919.68,21354.66
Retired,42,2,40681.73,1885.07,476.0,3747.58,3968.5,1000.0,2364.6,2493.62,2250.92,1099.92,1941.78,1724.22,1628.84,1144.56,9227.21
BusinessOwner,64,3,131991.72,5658.03,554.0,25000.0,12662.05,6419.97,11091.42,9251.62,5347.41,3742.73,6020.73,5117.55,4433.02,2593.11,33163.81
Freelancer,35,1,71987.15,5299.18,573.0,15803.72,9039.63,5325.05,7011.7,4105.02,3650.15,2436.43,3854.73,3224.16,2980.64,1413.78,11141.48
Freelancer,69,4,103586.65,3879.71,542.0,21783.74,8543.42,5301.18,8061.11,7273.36,4810.47,3317.75,4670.36,4332.7,3119.55,2399.03,25548.76
Unemployed,61,4,10929.93,556.38,523.0,2516.79,1750.86,1299.91,2000.0,1000.0,826.06,623.8,1500.0,1050.85,885.58,717.43,5000.0
Salaried Employee,27,0,61961.3,3161.51,683.0,9628.23,4141.09,3197.89,4825.32,2897.88,2515.8,2488.48,2608.36,2908.84,2361.48,1629.56,9477.18
